numGroups,matchDuration
16,1761.0
18,1380.0
20,1381.0
21,1377.0
22,1430.0
23,1568.6507936507937
24,1490.0066666666667
25,1495.2383561643835
26,1516.787234042553
27,1503.6595208070619
28,1513.5237315875613
29,1555.1546666666666
30,1538.6896551724137
31,1461.0263157894738
32,1574.3076923076924
33,1390.75
35,1144.0
38,1310.0
40,1551.8181818181818
41,1543.1666666666667
42,1583.2631578947369
43,1571.5714285714287
44,1632.4347826086957
45,1569.5363636363636
46,1538.9325153374234
47,1561.6912751677853
48,1507.037037037037
49,1468.75
50,1535.9166666666667
52,1867.0
53,1344.0
56,1277.0
63,1366.3333333333333
64,1892.0
73,1373.0
75,1353.0
78,1371.0
80,1416.0
81,1881.0
82,1512.0
83,1628.0
84,1662.0
85,1489.2727272727273
86,1404.3333333333333
87,1570.7142857142858
88,1540.888888888889
89,1535.3125
90,1579.9139784946237
91,1518.5913978494623
92,1561.4330708661416
93,1607.1333333333334
94,1535.0802919708028
95,1488.2903225806451
96,1592.6421052631579
97,1528.6170212765958
98,1567.3846153846155
99,1559.0
100,1382.0
